genres_1,genres_2,budget,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,popularity,production_companies,revenue,runtime,title,vote_average,vote_count
Comedy,Romance,50000000,singleparent,waitress,lonewolf,friendship,neighbor,author,37.885022,Gracie Films,314178011,139,As Good as It Gets,7.2,915
Comedy,Drama,50000000,nurse,hospital,doctor,laughter,,,35.537397,Universal Pictures,202292902,115,Patch Adams,7,832
Comedy,,50000000,journalism,mustache,tvnews,newsroom,gangwarfare,aftercreditsstinger,38.125008,Paramount Pictures,173649015,119,Anchorman 2: The Legend Continues,6,923
Comedy,Romance,50000000,loveletter,newhampshire,ferrari,liar,citycountrycontrast,inheritance,18.121404,New Line Cinema,171269535,96,Mr. Deeds,5.6,644
Thriller,Science Fiction,50000000,1970s,secret,alien,traincrash,pistol,firecracker,37.069253,Paramount Pictures,260095987,112,Super 8,6.6,2435
Drama,,52000000,biography,basedontruestory,singlemother,waterpollution,environmentallaw,,30.347332,Jersey Films,256271286,131,Erin Brockovich,7.1,716
Comedy,Romance,50000000,newyork,bet,journalist,therapist,advertisingexpert,relationship,23.854701,Paramount Pictures,177371441,116,How to Lose a Guy in 10 Days,6.3,850
Crime,Comedy,50000000,highschool,undercovercop,buddycomedy,aftercreditsstinger,duringcreditsstinger,,52.380982,Columbia Pictures,188441614,112,22 Jump Street,7,3319
Horror,Romance,60000000,paris,sanfrancisco,vampire,plantation,pity,bite,50.163785,Geffen Pictures,223664608,123,Interview with the Vampire,7.2,1516
Comedy,,70000000,bungee-jump,scooter,,,,,43.849351,Village Roadshow Pictures,225990978,104,Yes Man,6.4,1813
Action,Comedy,50000000,spy,cia,espionage,highschoolreunion,referencetofacebook,accountant,45.318703,New Line Cinema,216972543,107,Central Intelligence,6.2,1650
Drama,Romance,0,divorce,rebelliousdaughter,freezeframe,custody,schoolplay,photoshoot,16.368283,Columbia Pictures,0,124,Stepmom,6.9,277
Comedy,,50000000,daddyshome,,,,,,38.616744,Paramount Pictures,242786137,96,Daddy's Home,5.8,854
Fantasy,Comedy,50000000,witch,cinderella,prince,fairytale,musical,princess,65.90161,Walt Disney Pictures,212902372,125,Into the Woods,5.6,1652
Crime,Drama,45000000,bankmanager,kidnapping,nazibackground,document,ultimatum,courtcase,45.220386,Imagine Entertainment,184376254,129,Inside Man,7.3,1630
Drama,Action,90000000,newyork,heroin,money,criminal,,,17.457947,Paramount Pictures,161626121,100,Payback,6.7,548
Action,Adventure,50000000,gorilla,kongo,diamondmine,diamond,,,10.755847,Paramount Pictures,152022101,109,Congo,5,213
Drama,Comedy,50000000,zoo,,,,,,38.629763,Twentieth Century Fox Film Corporation,120081841,124,We Bought a Zoo,6.5,909
Action,Adventure,50000000,cataclysm,code,suspense,endoftheworld,timecapsule,astrophysicist,32.693093,Summit Entertainment,155446362,121,Knowing,5.9,1486
Comedy,,50000000,hotelmom,romanticcomedy,lying,livingwithparents,pretendrelationship,,18.806031,Paramount Pictures,88715192,97,Failure to Launch,5.5,399
Drama,Horror,50000000,nun,basedonnovel,bathtub,nightmare,son,sequel,32.233713,DreamWorks,161451538,110,The Ring Two,5.4,632
Comedy,Drama,50000000,soulmates,midlifecrisis,marriagecrisis,womanizer,lawschool,crazy,37.990705,Warner Bros.,142851197,118,"Crazy, Stupid, Love.",7,2443
Animation,Comedy,50000000,competition,moderator,lasagne,garfield,,,17.667826,Twentieth Century Fox Film Corporation,200804534,80,Garfield,5.2,820
Comedy,Family,60000000,holiday,christmas,,,,,9.225166,Columbia Pictures,0,99,Christmas with the Kranks,5.2,193
Drama,,50000000,underdog,basedonnovel,baseball,teamwork,sport,partner,46.180421,Columbia Pictures,110206216,133,Moneyball,7,1381
Action,Drama,50000000,river,general,research,army,serum,monkey,30.397496,Kopelson Entertainment,189859560,127,Outbreak,6.3,513
Action,Thriller,50000000,airplane,conspiracy,airplanecrash,cellphone,hijack,onenight,83.295796,StudioCanal,222809600,106,Non-Stop,6.8,2268
Adventure,Family,50000000,spacecraft,laser,teleportation,telekinesis,alien,military,23.935053,Walt Disney Pictures,106303988,98,Race to Witch Mountain,5.5,509
Action,Thriller,54000000,detective,vatican,fascism,satanism,fascist,dystopia,84.630969,Studio Babelsberg,132511035,132,V for Vendetta,7.7,4442
Action,Adventure,50000000,londonengland,indianterritory,emperor,revenge,murder,arrow,16.251204,Spyglass Entertainment,88323487,115,Shanghai Knights,6,692
Adventure,Animation,50000000,museum,productplacement,balloon,jungle,monkey,family,9.894346,Imagine Entertainment,69834815,86,Curious George,6.2,106
Comedy,Family,50000000,carrace,victory,car,nascar,womandirector,,12.050755,Walt Disney Pictures,66002004,101,Herbie Fully Loaded,5.1,542
Thriller,,50000000,cemetery,diamant,suspense,psychiatrist,killer,,11.596207,Village Roadshow Pictures,100020092,113,Don't Say a Word,6,220
Fantasy,Horror,50000000,witch,blackmagic,steampunk,goodvsevil,troll,extremeviolence,53.02787,Paramount Pictures,224803475,88,Hansel & Gretel: Witch Hunters,5.7,3239
Thriller,Drama,50000000,adultery,infidelity,eroticism,literature,lover,newyorkcity,14.382253,Regency Enterprises,119137784,124,Unfaithful,6.3,276
Action,Thriller,50000000,secretidentity,alien,teenageboy,teenagehero,alienteenager,interspeciesromance,43.450266,DreamWorks SKG,144492830,109,I Am Number Four,5.9,1567
Drama,Thriller,50000000,antiterror,bomb,assassination,middleeast,lebanon,cia,16.871194,Section Eight,94000000,128,Syriana,6.3,451
Action,Drama,50000000,basedonnovel,assaultrifle,mercenary,libya,biography,basedontruestory,42.526529,Paramount Pictures,69411370,144,13 Hours: The Secret Soldiers of Benghazi,7,938
Romance,Animation,50000000,lovetriangle,afterlife,dayofthedead,bullfighting,,,34.890999,Twentieth Century Fox Film Corporation,97437106,95,The Book of Life,7.3,755
Thriller,,45000000,bank,technology,blackmail,hacker,seattle,computerhacker,18.186026,Village Roadshow Pictures,82800000,105,Firewall,5.6,267
Crime,Drama,50000000,corruption,assassination,washingtond.c.,rape,whitehouse,usapresident,13.576765,Columbia Pictures,50068310,121,Absolute Power,6.4,223
Action,Drama,50000000,poem,middleeast,helicopter,satellite,navy,sexism,19.434672,Caravan Pictures,48169156,125,G.I. Jane,6,395
Drama,Thriller,50000000,brotherbrotherrelationship,birthday,dangeroflife,birthdayparty,surprising,,62.925175,PolyGram Filmed Entertainment,109423648,129,The Game,7.5,1506
Horror,Mystery,50000000,monster,motherrole,burningofwitches,fog,suffering,darkness,32.927994,Silent Hill DCP Inc.,97607453,125,Silent Hill,6.3,1067
Comedy,,0,americanfootball,strike,sport,coach,misfit,americanfootballplayer,14.837288,Warner Bros.,0,118,The Replacements,6.1,203
Comedy,,50000000,wifehusbandrelationship,sequel,familyreunion,masturbation,scat,highschoolreunion,39.920035,Universal Pictures,234989584,113,American Reunion,6.1,1611
Action,Adventure,50000000,corruption,hostage,pension,innocence,police,hostage-taking,28.725621,Regency Enterprises,44547681,140,The Negotiator,6.8,582
Action,Thriller,50000000,tornado,student,foundfootage,disastermovie,,,20.566554,New Line Cinema,160602194,89,Into the Storm,5.8,817
Action,Comedy,50000000,detective,undercover,securitycamera,carousel,investigation,weapon,20.333953,Paramount Pictures,119208989,104,Beverly Hills Cop III,5.5,434
Comedy,Horror,50000000,newyork,monster,skyscraper,mutant,restaurant,humananimalrelationship,33.98637,Amblin Entertainment,41482207,106,Gremlins 2: The New Batch,6.2,652
Drama,,50000000,fathersonrelationship,judge,lawyer,,,,42.472324,Village Roadshow Pictures,83719388,141,The Judge,7.2,1417
Action,Thriller,50000000,helicopter,terrorist,nuclearmissile,bridge,traincrash,train,15.931084,DreamWorks SKG,0,124,The Peacemaker,5.8,255
Horror,Action,45000000,martialarts,mutant,dystopia,rescue,conspiracy,evilcorporation,29.880122,Impact Pictures,129394835,94,Resident Evil: Apocalypse,6.1,1267
Comedy,Romance,50000000,londonengland,lovesickness,thailand,clumsyfellow,todropbrick,capture,28.803802,Miramax Films,40203020,108,Bridget Jones: The Edge of Reason,6.1,750
Thriller,Crime,50000000,miami,florida,doublemurder,divorce,,,14.993459,Original Film,55495563,105,Out of Time,6.1,298
Action,Thriller,50000000,fight,inuit,petrol,company,alaska,enviromental,9.114168,Warner Bros.,49000000,102,On Deadly Ground,4.5,104
Adventure,Family,50000000,imaginaryfriend,outcast,,,,,12.31101,Troublemaker Studios,69425966,92,The Adventures of Sharkboy and Lavagirl,4.4,269
Drama,Adventure,40000000,hippie,exoticisland,beach,map,groupdynamics,sharkattack,41.362082,Figment Films,144056873,119,The Beach,6.3,1233
Drama,Comedy,50000000,newyork,pastor,worldoffasion,lossofparents,mannequin,fashiondesigner,13.298205,Touchstone Pictures,49718611,119,Raising Helen,5.9,189
Action,Crime,40000000,assassination,assassin,ninjafighter,revenge,ninja,ninjutsu,19.085403,Studio Babelsberg,60462347,99,Ninja Assassin,6.2,371
Drama,Romance,50000000,baseball,trainer,career,legend,training,sport,9.622345,Universal Pictures,0,137,For Love of the Game,6.3,88
Drama,Thriller,50000000,blackmail,stripclub,striptease,police,u.s.congress,,11.106006,Columbia Pictures,113309743,115,Striptease,4.4,205
Family,Comedy,50000000,,,,,,,12.25622,Twentieth Century Fox Film Corporation,83761844,87,Marmaduke,5,149
Drama,Fantasy,50000000,,,,,,,13.365715,Amblin Entertainment,105197635,129,Hereafter,5.8,510
Crime,Drama,50000000,detective,secret,fbi,homicide,evidence,nerd,16.167093,Castle Rock Entertainment,56714147,120,Murder by Numbers,6,268
Action,Adventure,50000000,competition,assassination,cia,bank,cat,mexicanstandoff,23.073933,Silver Pictures,30303072,132,Assassins,6,387
Crime,Drama,50000000,winter,psychopath,horror,serialkiller,,,6.567065,Ingenious Film Partners,82169884,121,Hannibal Rising,6,654
Comedy,Drama,50000000,loveofone'slife,therapist,psychology,wedding,relationship,divorce,6.22577,Universal Pictures,58900031,95,The Story of Us,5.9,75
Action,Adventure,44000000,basedonnovel,massmurder,dystopia,genocide,alieninvasion,duringcreditsstinger,42.933027,Nick Wechsler Productions,63327201,125,The Host,6,1817
Action,Drama,50000000,drugaddiction,militarycourt,panama,militaryservice,court,ranger,19.226763,Intermedia Films,42792561,98,Basic,6.2,286
Crime,Drama,50000000,houseboat,heart,investigation,police,ex-cop,suspense,10.089065,Malpaso Productions,26199517,110,Blood Work,6.1,206
Drama,Thriller,50000000,duringcreditsstinger,,,,,,13.391833,Studio Babelsberg,60161391,118,The International,6,368
Action,Adventure,50000000,prison,usapresident,earthquake,dystopia,attempttoescape,losangeles,21.637234,Paramount Pictures,42277365,97,Escape from L.A.,5.6,373
Adventure,Animation,70000000,coldwar,friendship,giantrobot,sittingonatoilet,fearofunknown,1950s,61.245957,Warner Bros. Animation,23159305,86,The Iron Giant,7.6,1436
Adventure,Comedy,50000000,ocean,filmmaking,lossofmother,cynic,redcap,ship,25.237969,Touchstone Pictures,34808403,119,The Life Aquatic with Steve Zissou,7.1,775
War,Action,50000000,slavery,americancivilwar,,,,,21.589393,Larger Than Life Productions,25035950,139,Free State of Jones,6.6,428
Drama,Thriller,50000000,prison,journalist,texas,professor,deathpenalty,deathrow,22.442241,Mikona Productions GmbH & Co. KG,38955598,130,The Life of David Gale,7.3,480
Comedy,Action,40000000,,,,,,,6.004422,Revolution Studios,0,100,Man of the House,5.4,120
Action,Crime,50000000,hitman,revenge,murder,ontherun,mobster,,74.64653,Vertigo Entertainment,71561644,114,Run All Night,6.3,1148
Thriller,Crime,51500000,londonengland,gay,malenudity,femalenudity,fathersonrelationship,sex,35.481169,BBC Films,55112356,100,Eastern Promises,7.2,848
Action,Thriller,50000000,diving,cocaine,shipwreck,sailing,airplane,wrack,14.723467,Columbia Pictures Corporation,44434439,110,Into the Blue,5.8,458
Adventure,Drama,60000000,schizophrenia,france,rape,siege,biography,orl\u00e9ans,21.084542,Columbia Pictures,66976317,148,The Messenger: The Story of Joan of Arc,6.2,367
Comedy,,49900000,kidnapping,traitor,virgin,prince,princess,revenge,21.408222,Universal Pictures,26121638,102,Your Highness,5.2,501
Drama,Thriller,50000000,housefire,extensionladder,lastdayonjob,,,,19.267479,Cliffjack Motion Pictures,38502340,84,Dream House,5.8,391
Action,Drama,50000000,journalist,museum,hostagedrama,independentfilm,,,3.314004,Warner Bros.,10541523,114,Mad City,5.9,81
Action,Adventure,50000000,baby,hoodlum,lostchild,,,,21.312186,Twentieth Century Fox Film Corporation,16671505,99,Baby's Day Out,5.8,274
Drama,History,50000000,basedonnovel,burningofwitches,puritan,pregnancy,perioddrama,extramaritalaffair,7.44268,Hollywood Pictures,10382407,135,The Scarlet Letter,5.5,108
Drama,Thriller,22000000,cia,nuclearscientist,iraq,politician,duringcreditsstinger,,12.54949,River Road Entertainment,24188922,108,Fair Game,6.5,235
Action,Crime,50000000,bountyhunter,fbi,weapon,spectacle,,,18.394571,New Line Cinema,22944502,127,Domino,6,444
Action,Thriller,50000000,callgirl,sanfrancisco,investigation,murder,,,8.189406,Paramount Pictures,9851610,95,Jade,5.2,44
Action,Thriller,50000000,dystopia,mindcontrol,gunbattle,wrongfulimprisonment,dystopicfuture,wrongfulconviction,27.631262,Lakeshore Entertainment,40828540,95,Gamer,5.6,760
Fantasy,Drama,60000000,civilwar,southernusa,magic,light,dark,classprejudice,40.721373,Alcon Entertainment,60052138,124,Beautiful Creatures,5.6,984
Comedy,Crime,55000000,corruption,moderator,tvshow,success,irishmob,duringcreditsstinger,11.329727,Senator Film Produktion,0,109,Death to Smoochy,5.9,132
Comedy,,50000000,stupidity,sequel,fashion,malemodel,fashionmodel,modeling,37.253774,Scott Rudin Productions,55969000,100,Zoolander 2,4.7,797
Comedy,Crime,50000000,hotel,robbery,basedonnovel,judge,hawaii,blackmail,6.397388,Shangri-La Entertainment,6808550,88,The Big Bounce,5,76
Comedy,Drama,60000000,noises,alienlife-form,erection,neuefrau,alien,reproduction,2.275331,Columbia Pictures,0,105,What Planet Are You From?,5.4,37
Fantasy,Thriller,50000000,bone,carexplosion,premaritalsex,sataniccult,driver'slicense,fingergun,30.387148,Summit Entertainment,28931401,105,Drive Angry,5.3,600
Action,Adventure,50000000,martialarts,revenge,streetfighter,basedonvideogame,,,8.139676,Twentieth Century Fox Film Corporation,12764201,97,Street Fighter: The Legend of Chun-Li,3.9,112
Action,Science Fiction,49000000,dualidentity,,,,,,21.746245,Columbia Pictures,72700000,87,The One,5.7,437
Action,Comedy,49000000,rockandroll,showbusiness,rockstar,heavymetal,murder,privatedetective,2.808428,Twentieth Century Fox Film Corporation,20423389,104,The Adventures of Ford Fairlane,6.2,71
Drama,Comedy,50000000,greatbritain,musical,rock,pirateradio,swinging60s,,31.02233,Universal Pictures,36348784,116,The Boat That Rocked,7.2,666
Thriller,Drama,48000000,usa,warondrugs,drugtraffic,drugdealer,drugsmuggle,addicted,25.170217,USA Films,207515725,147,Traffic,6.9,562
Adventure,Action,48000000,savingtheworld,venice,holygrail,library,riddle,fathersonrelationship,80.972475,Lucasfilm,474171806,127,Indiana Jones and the Last Crusade,7.6,3152
Drama,Romance,0,basedonnovel,st.petersburgrussia,highsociety,imperialrussia,tragicdeath,19thcentury,26.38704,Universal Pictures,68929150,130,Anna Karenina,6.5,639
Crime,Action,49000000,artificialintelligence,android,robot,nearfuture,robotcop,,116.700319,Columbia Pictures,104399548,120,Chappie,6.6,3062
Drama,Mystery,73000000,paraplegic,investigation,psychopath,,,,33.884459,Universal Pictures,151493655,118,The Bone Collector,6.5,826
Crime,Drama,48000000,burglar,bunker,housebreaking,safe,money,,53.043124,Hofflund/Polone,196397415,111,Panic Room,6.5,1267
Horror,,0,gore,slasher,singlemother,toothfairy,woodchipper,,0.716764,NULL,0,0,The Tooth Fairy,4.3,13
Action,Adventure,75000000,gold,gulfwar,threekings,iraq,kuwait,rescue,34.973086,Village Roadshow Pictures,108000000,114,Three Kings,6.6,692
Crime,Thriller,50000000,basedonnovel,sovietunion,russian,murder,serialkiller,military,40.371098,Summit Entertainment,3324330,137,Child 44,6.1,547
Adventure,Comedy,48000000,casino,running,preisgeld,millionaire,roadmovie,,18.60049,Paramount Pictures,85498534,112,Rat Race,6,518
Drama,Science Fiction,48000000,robbery,dream,hypnosis,investigation,murder,alien,30.920075,Intermedia Films,50315140,120,K-PAX,7.1,695
Comedy,Fantasy,0,lover(female),loveofone'slife,timetravel,kiss,past,secretlove,11.940711,Miramax Films,0,118,Kate & Leopold,6,418
Fantasy,Comedy,48000000,loveofone'slife,mephisto,wish,saleofsoul,pactwiththedevil,teuflisch,19.348007,Twentieth Century Fox Film Corporation,90383208,93,Bedazzled,5.6,512
Music,Drama,58000000,jazz,jazzmusician,musical,mafia,,,8.59075,Orion Pictures,25928721,127,The Cotton Club,6.6,68
Western,,55000000,saloon,hero,liberationofprisoners,transportofprisoners,wilderness,dyinganddeath,48.801089,Tree Line Films,70016220,122,3:10 to Yuma,6.9,1188
Thriller,Action,48000000,revenge,murder,ontherun,fugitive,framed,fatherdaughterrelationship,88.844777,Twentieth Century Fox Film Corporation,325771424,109,Taken 3,6.1,2200
Romance,Comedy,48000000,journalist,bedroom,purse,trunk,elmoreleonard,,16.000178,Universal Pictures,77745568,123,Out of Sight,6.5,333
Comedy,Drama,47000000,prison,prostitute,karaoke,darkcomedy,cableguy,,19.525659,Columbia Pictures Corporation,102825796,96,The Cable Guy,5.7,594
Drama,,0,basedonnovel,warofindependence,perioddrama,womandirector,partition,1940s,1.246883,Cracking the Earth Films,528972,101,Earth,6.6,9
Adventure,Action,47000000,corruption,crimefighter,gangsterboss,investigation,basedoncomicstrip,policeman,7.859226,Touchstone Pictures,103738726,103,Dick Tracy,5.9,251
Drama,Crime,48000000,martinique,claudemonet,famouspainting,glider,insuranceagent,missingpainting,18.102572,Irish Dreamtime,124305181,113,The Thomas Crown Affair,6.6,339
Comedy,Drama,48000000,baby,becominganadult,puberty,dream,drugaddiction,wife,7.226115,Columbia Pictures,35743308,132,Riding in Cars with Boys,6.5,103
Action,Adventure,15000000,prison,vietnamveteran,falselyaccused,policebrutality,sheriff,guerrilla,63.071046,Orion Pictures,125212904,93,First Blood,7.2,1488
